sentiment,review
0,ยังไม่พร้อม
0,รวยมากมั้งง
0,ลบแอพดีกว่า
0,ลองดิกาก555
0,ว้าเสียดายย
0,เสือกเก่งดี
0,หมูมีแต่มัน
0,หลอกลวงป่าว
0,หัวดอ...ตรท
0,😞😞😞😞😞😞
0,กระจอกแดก285
0,โกงหน้าด้านๆ
0,เคี้ยวไม่ไหว
0,ใครจะกล้ากิน
0,งั้นๆแหละค่ะ
0,จ่ายเตมดีก่า
0,จำกัดสาขาง่ะ
0,ตะเกียบไม่ดี
0,ตังไหนหละพ่อ
0,ที่จอดรถน้อย
0,เทอไม่ชอบกิน
0,เธอเบื่ออ่าา
0,บ่!!! มีเงิร
0,เบียร์ยูแม่ง
0,แพ้แดกช้าง😜
0,มันถึง 29 😭
0,ไม่กินเผ็ดอะ
0,ไม่กินเรดจ้า
0,ไม่กินฮอตพอต
0,ไม่เคยกินอ่ะ
0,ไม่ชอบนิสสัน
0,ไม่ใช่บุฟน้า
0,ไม่ใช่เรื่อง
0,ไม่มีแถวบ้าน
0,ไม่มีบัตรจ้า
0,ไม่เห็นมีค่ะ
0,ไม่เห็นมีเลย
0,ลดน้อยจุง 😂
0,ลดเป้ปซี่เอง
0,แสนนึงโหดมาก
0,ห่วยไอ้เหี้ย
0,หาเงินแปบ555
0,หิวจริงแต่งด
0,หึ KFC ดีก่า
0,เห้อ ลำบากใจ
0,ไหนบอกจะเลิก
0,อดชิ งั้นอ่ะ
0,อ้วนตาย 5555
0,อะไร หมดแล้ว
0,กลืนยาก😄😄😄
0,ของไม่เยอะเลย
0,ขำไม่ออกจริงๆ
0,เข้าเช้ามากิน
0,เข้าไม่ได้อ่ะ
0,แคมรี่เก่าคับ
0,งดกินไปก่อนนน
0,ช้ากว่าเคอรี่
0,แดกแมคเถอะสัส
0,ทำไมไม่มีกุ้ง
0,บาบีก้อนทำพิษ
0,เบื่อ show dc
0,ฝี หนอง พญาธิ
0,ไม่กิน ฮอทพอท
0,ไม่คุ้มเลยยยย
0,ไม่ใช้กานิเย่
0,ไม่แดกหงส์ทอง
0,ไม่มีตังอีสัส
0,ไม่มีสาขาน้าา
0,ไม่อยากกินแระ
0,ราคาแพงอยู่นะ
0,หมูบางมากกกกก
0,อดเลยฮืออออออ
0,อวสารบาบิก้อน
0,อวสารบาบีก้อน
0,อีทูดี้ อิเวง
0,แอร์เย็นไปไหน
0,Hotpotไม่อร่อย
0,กฎหมายคนในกะลา
0,ก็ยังแพงอยู่ดี
0,กลัวลิ้นพัง ..
0,กากขึ้นทุกวันๆ
0,กำแพงไม่มีแล้ว
0,กินช้างท้องอืด
0,กินไม่เป็น😁😁
0,กูเบื่ show dc
0,กูเลิกกินสิงห์
0,กููดูล่ะ ไม่มี
0,ขวัญงดนะงั้นอะ
0,คนส่งของแย่มาก
0,ความสูงเกินค่ะ
0,เค็มเหมือนเดิม
0,เงินในเป๋าา 😿
0,เซนไม่มีฮอตพอต
0,โซฟีใช้แล้วคัน
0,แต่อยาก แต่แพง
0,นึกว่าบาบีก้อน
0,บุหรี่ไฟฟ้าผิด
0,เบื่อมึง น่ารำ
0,แพงงงง ได้น้อย
0,แพงสะป่าว 👎🏻
0,แม่งควายล้วนนน
0,แมงสาบเต็มร้าน
0,ไม่กล้ากิงแย้ว
0,ไม่กินลีโอ 555
0,ไม่ชอบไม่ใช่รึ
0,ไม่ใช่รีฟิวพี่
0,ไม่ได้กินเรดดิ
0,ไม่ไหวแล้วจ้าา
0,ไม่อาวชุดไทย55
0,ไม่เอา ไม่อยาก
0,ไม่เอาแบบนี้สิ
0,ราคาไม่แพงสนใจ
0,รูปไม่ตรงปกค่ะ
0,เรื่องมันเศร้า
0,ลดความอ้วนอยู่
0,เสียความรู้สึก
0,เสียเต็มดีกว่า
0,แสงโสมอีกเสียง
0,หมดเร็วมาก T_T
0,หม่าล่าก้งั้นๆ
0,หุ้ยยย เซ็งอ่า
0,อ๋อย! แย่จุง!!
0,อันแรกไม่หร่อย
0,อือท้องเสียเลย
0,=+1 เราว่ามันขม
0,Complain เลยพี่
0,No อยากปิ้งย่าง
0,ก้ไม่โอเคอยุ่ดี
0,กลับเหมือนกัน😭
0,กอล์ฟไม่กินช้าง
0,กาก หว่ะ บักลิง
0,กินลำบาก อึดอัก
0,กู ไม่ กิน ช้าง
0,ไก่ เบื่อเอ็มเค
0,ขายขี้หน้าชิบบบ
0,แคนเมคไม่รอดว่ะ
0,ใครจะกล้าใส่555
0,จะไม่ซื้อนิสสัน
0,โจมาโลนไม่ทนเลย
0,ฉันไม่กินแสงโสม
0,เช่าชุดอีดอกกกก
0,ซานตาเฟ่บ่อยากก
0,เดะอ้วนไม่เอาอะ
0,ตอนบุฟเฟ ไม่กิน
0,ตอบเลยว่าไม่ 55
0,เทอลดหุ่นอยู่นะ
0,แทะไม่ได้555555
0,ไทยแม้งหัวโบราณ
0,นี่มันกะลาแลนด์
0,ใน ตจว บ่มี5555
0,บางสาขาก็ไมลดดิ
0,เปลืองชิบหายเลย
0,พยาธิในบาบิก้อน
0,พวกมึงก็ขวางโลก
0,พูดมาก รำ555555
0,แพง กินธรรมดาพอ
0,แพงกว่าซีวิคอีก
0,มันปิดแล้วนิมึง
0,มันหมด29 อะทำไง
0,มั่ยหั้ยกิงงงละ
0,มาสด้ากินน้ำมัน
0,มีค่าเติมไม่เอา
0,ไม่กินอารมไม่ดี
0,ไม่ค่อยได้กินอะ
0,ไม่ดื่มสิงห์ค่ะ
0,ไม่แดกหละบาย555
0,ไม่มีสาขาเราว่ะ
0,ไม่รู้ไม่เข้าใจ
0,ไม่อยากกินเรดอะ
0,ไม่เอา ไม่อร่อย
0,ไม่เอาแล้วววววว
0,รสชาติไม่เท่าไร
0,ลดราคา ลดคุณภาพ
0,ลอกmazdaมาเต็มๆ
0,เลิกกินน้ำสิงห์
0,สัสได้5200จบไหม
0,เสียดายไม่มีจุก
0,หมอไม่ให้กินจ้า
0,หอนเก่งไอ่สัดรำ
0,ห่ะ เนื้อเป็นฝี
0,หิวเลยสัสตอนนี้
0,อยุธยาไม่เห็นมี
0,อวสานบาบีก้อน..
0,อ้าวแอดหาย55555
0,อืมนึกว่าบุฟเฟ่
0,เอาดีแมกไปขายยย
0,KFCอร่อยมั้ยครับ
0,ก้อนทำให้ผิดหวัง
0,กุไม่แดกน้ำดำ555
0,กุยอมจ่ายเต็ม555
0,กูเกลียดแสงโสมมม
0,กูขอบายค่ะอันนี้
0,เกลียดดีแม็ค สัส
0,ข้าก็กรอบเช่นกัน
0,คงใกล้จบแล้วแน่ๆ
0,คงม่ายยยยทันนนนน
0,เค้าจะลดความอ้วน
0,เค้าบอกไก่เค้มไป
0,เค้าไม่กินช้างงง
0,งั้นไม่กินละ 555
0,จะขวนไปชาบูเนี่ย
0,จัดไปอย่าให้เสีย
0,เจ้งไปละคับนิสิต
0,ดีแมกตัวsใด้3คัน
0,ต้องโดนไอ้สัสนี่
0,ตอนนี้ช้อตว้ะ555
0,ตอบแชดน่อยคับแอด
0,ตังไม่มี. 😭😭😭
0,ตายคาบุหรี่ไฟฟ้า
0,ติดต่อยากจังครับ
0,ถึงขั้นใส่ชุดไทย
0,นี่ไทยแลนด์โอลี่
0,แบบนี้ไม่ดีเลยยย
0,ไปทานมาไม่ได้เลย
0,ผ้าอนามัยกัด —_—
0,พัทยายังไม่มีจ๊ะ
0,เพื่อนไม่กินช้าง
0,แพงตลาดตัวล่ะ500
0,แพงไปหน่อยนะครับ
0,แพ้ผ้าอนามัย T T
0,มีภาพปลากรอบมั้ย
0,แม่งลืมบารบีก้อน
0,ไม่กินเบียร์ช้าง
0,ไม่เคยได้เลย T^T
0,ไม่ชอบน้ำจิ้มอ่า
0,ไม่แดกไม่อร่อย55
0,ไม่ได้กินเนื้อ😀
0,ไม่ทีอารมจะกิน😂
0,ไม่เห็นน่ากินเลย
0,ไม่เห็นหยอยเลยยย
0,ยังเข้าไม่ได้เบย
0,ยุบโรงงานยาสูบสิ
0,รอคำตอบด้วยคนค่ะ
0,เราไม่อยาก จบมะ!
0,ลดแค่แป๊ปซี่อ่าา
0,ล้างท้องรอไอ้สัส
0,สเมอนอฟ อีกแล้วว
0,สเมอนอฟไม่แซบบบบ
0,สวยกว่า revo อีก
0,สาขาหาดใหญ่ไม่มี
0,แสงโสมเล่นกูแล้ว
0,โห่แพง หมูทะเหอะ
0,อดแหลกตามระเบียบ
0,อยากให้มีกุ้งง่า
0,อ้าวทำไมปิดเเง่ๆ
0,อีสัสเดวกูเผาหมี
0,เอาแทนฮอทพอทปะละ
0,ก็ดีแต่บ่นแหละ รำ
0,กุก็ไม่กินปะ55555
0,กูจะไม่ใช้โซฟีค่ะ
0,เคยชวนแล้วไม่ไปอะ
0,ใครเค้ากินลีโอกัน
0,งดบุฟเฟ่ต์กันเถอะ
0,ใช่ๆๆ ลิ้นเเทบขาด
0,ใช่ค่ะ ไม่กินหรอก
0,ซูซิใส่ข้าวเยอะไป
0,ดีนะเราไม่กินช้าง
0,ดูดีกว่ายาริสอยู่
0,เดียวนี้ของก็น้อย
0,แดกแพงๆไปน้ำตาไหล
0,แดกร้านอื่น จบ555
0,โดนปรับเยอะจังคับ
0,โดนมาเหมือนกันค่ะ
0,ตัวไม่มีบัตสมาชิก
0,แต่มันเป็นฝี55555
0,บาบีก้อนทำพิษ....
0,บาร์คิว พลาซ่า 😢
0,เบากว่านิสนุง 555
0,เบื่อ hotpot แล้ว
0,ประเทศไทย!!ล่าช้า
0,ไปกินอย่างอื่นแทน
0,ผ้าอนามัยบาดก้นอะ
0,ฝ่าลมหนาวมากินแมค
0,ม่ายยยยยยยยยยยยยย
0,แม้งพากุ อ้วกตลอด
0,ไม่กินตอนเย็นครับ
0,ไม่ค่อยชอบกินเห็ด
0,ไม่ทันลด 20% ไงคะ
0,ยังไม่เข็ด อีกหรา
0,ยาดองศพพ่อมึงดิ55
0,ยาดองศะพ่อมึงงอ่ะ
0,รำ สตอรี่อีครีมอะ
0,เราไม่กินลีโอ 555
0,ลาก่อนบาบิก้อน...
0,วันอาทิตแพง379แนะ
0,ส่วนตัว ม่ายหย่อย
0,ส่วนสูงเกินค่ะ555
0,สาขาเราไม่มีน้าาา
0,เหี้ยยยกูหยุด30-2
0,อย่างแพงตกคนละ299
0,Smirnoff ทำพิษสุดด
0,Smirnoffเล่นกูแล้ว
0,ก้อน..หมูบางเกินนะ
0,กินไปเรื่อยๆจะอ้วก
0,กินมาแล้วไม่สมราคา
0,กินหม่าล่าไม่เป็นๆ
0,คุนหลอกดาว ขมคอเลย
0,คุ้มค่าเช่าชุดมั้ย
0,เค้าไม่กินน้ำอัดลม
0,โฆษณาdr. Jillอีกละ
0,งอนบาบีก้อนถึง2020
0,งื้อออออเค้าเซงจุง
0,เงินไม่มีสักบาท 😥
0,จะปรี๊ดแตกพนงเอมเค
0,เจอกันค่ะ รอนานมาก
0,ชีสต้มมันไม่ใช่แนว
0,เช่าชุดพันสอง อิอิ
0,เดอะมอลล์ท่าพระค่ะ
0,เถียงกันจนมันน่ารำ
0,ทะลึ่งอ่ะ น้ำไรเซง
0,นับวันหมูยิ่งบางลง
0,บอกแล้วอย่ากินลีโอ
0,บาบิก้อนเล่นกุแร้ว
0,บาบีก้อนไง กลัว...
0,บุหรี่ไฟฟ้า ไอ่สัส
0,ปาย แม่งขี้โม้ว่ะ.
0,ผมไม่ใช้ครับมาสด้า
0,แพงกว่าดีแม็คอีกนะ
0,มิใช่ พยาธิ นะครัช
0,เม้นโคตรเดือดเลยยย
0,ไม่กินแล้วเบียช้าง
0,ไม่กินหมูกะทะะะะะะ
0,ไม่ค่อยได้ไปกินเลย
0,ไม่ชอบกินอันนี้อ่ะ
0,ไม่ซื้อรถมิตซูบิชิ
0,ไมได้ลดราคาเลย😔😤
0,ไม่ต้องแดกเลยทีนี้
0,ไม่ต้องแหลกละลำคาน
0,ไม่อยากกินแบบทาชีส
0,ยังไงก็ไม่ดีอะเชอะ
0,ยังไม่หิว 7 ฮ่าๆๆๆ
0,ยูเซอรีนนอันแสนแพง
0,ลีโอแดกละปวดหัวสัส
0,เลิกใช้โซฟีจย้าาาา
0,วันสุดท้ายคนเยอะะะ
0,สเมอนอฟ เหล้าเหี้ย
0,สวยกว่าวีออสอีกพี่
0,แสงโสมเพรียวสัสหมา
0,อยสกแดกเอ็มเคอิสัส
0,อยากลอง แต่แพ้โซฟี
0,อวสานชานมไข่มุก 😭
0,อีเหี้ย เอาอีกแล้ว
0,เอ็มเคไม่เอา เบื่อ
0,"5คนหมด2,000จิเปฺนลม"
0,Apple Pay ก็ไม่ด้วย
0,กลัวบุหรี่ขายไม่ได้
0,กูเกลียดดด Smirnoff
0,กูจะเลิกใช้โซฟี!!!!
0,ขอบายไม่สู้แสงโสมมม
0,เขียนกฎหมายแบบหัวดอ
0,งดสปาย กินนี้ พอค่ะ
0,จัดส่งของได้ห่วยมาก
0,จิง จะอ้างแบบของหมด
0,ซีคอนกว่าจะเปิด....
0,ซูชิไม่มีอีกอ่ะ5555
0,แดกดีแม็กชิลๆคับ555
0,ตอนเยียบหัวเสียวสัด
0,ถามเฉยๆ แม่งซับซ้อน
0,ทำไมระบบห่วยจังครับ
0,ที่จอดรถหายากนิดนึง
0,แทนที่จะมี ส อ ด้วย
0,น่ากลัวกว่าพยาธิอีก
0,น่ากลัวมากเลยเทออออ
0,นานๆทีไม่เสียหาย555
0,บายยยยย บาบีก้อนนนน
0,บิโอเร แต่สิวขึ้นอะ
0,เป็นไรอะ ด่าตลอด รำ
0,เผ็ดกูกินไม่ได้ !!!
0,แพงอีนี่เลย ชิเซโด้
0,ม่ะบุฟ ม่ะไป 🤣🤣🤣
0,ไม่เจอพยาธิแต่เจอฝี
0,ไม่ชอบกินบาบิกอนอ่ะ
0,ไม่แดก. รีฟิวโอลลี่
0,ไม่ไปแล้ว แยกย้าย👋
0,ไม่มีสาขามุก จอบอ😂
0,ไม่เวิคเค้าว่า 5555
0,ไม่ไหวค่ะเบียร์ช้าง
0,ไม่เอาล้าวไม่มีตังง
0,ยูเบียร์คือจะอ้วก..
0,ลพบุรีไม่ร่วมม 😭😭
0,เลิกกินบาบิก้อนยาวๆ
0,เลิกกินแสงโสมดีกว่า
0,เลิกแดกนานแล้ว55555
0,วัดใจกันค่ะบาบีก้อน
0,สยองงงงงงงงงงงงงงงง
0,แสงโสมกุเลิกไปนานละ
0,ห่า ใส่ชุดไท ประสาท
0,เหมือนเอ็มเคทำพิษอะ
0,อย่าทำให้เจนผิดหวัง
0,อย่าเลยพี่กินไม่ได้
0,อาหารเด็กราคาแพงจัง
0,เอ้า ไหนว่าบาบิก้อน
0,⚙️ติดบุหรี่ไฟฟ้าสัสๆ
0,5555 มันมะลำ บอกเลยย
0,ก็hotpot ไหนบอกว่ามี
0,กลัวใช้โอเลย์แล้วแพ้
0,กูเกลียดred label!!!
0,กูจะลดความอ้วน อีดอก
0,เกลื่อนนะบุหรี่ไฟฟ้า
0,ไก่เดิมอร่อยกว่าครับ
0,ขอบใจมากจ้า อีสัดดดด
0,คอมเม้นพีค เลิกกินนน
0,แค่สองสาขา ใจร้ายอ่ะ
0,เชียงใหม่ไม่ร่วม 555
0,ใช่ค่ะ อ่านแต่ไม่ตอบ
0,ตำรวจไทยแม่งยุในกะลา
0,แต่ไม่เอาซีวิคได้ม้ะ
0,ทำไมกุซื้อแพง 😂😂😂
0,ทำไมอะ ไหนว่าทุกสาขา
0,เทก้อนๆ มาเอมเคแทน !
0,น้องเบื่อเกี๊ยวซ่าาา
0,น่ากินแต่ดูปันหาเยอะ
0,ในรูปกับความเป็นจริง
0,บ่ดอก คือบ่หลายกลมยุ
0,บุหรี่ไฟฟ้า จับนะเทอ
0,เบื่อคนเล่นตัว. 5555
0,แบบนี้มันก้อเกินไปนะ
0,เปลี่ยนบัตรโดยไม่บอก
0,พึ่งจองคัมรี่ไป เฮ้อ
0,แพงกินข้าวบ้านดีกว่า
0,ภูเก็ตไม่มีฮอตพอต 😤
0,มันไม่ลดแล้วอะ ฮือออ
0,มิโซะ มึงทำกระทะไหม้
0,เมียมึงแดกช้างไอ้สัส
0,ไม่กินแสงโสมค่ะ 5555
0,ไม่เหนมีสี 05 เลยค่ะ
0,ไม่เหนอร่อยเลย คหสต.
0,เรากิน mk ก็ท้องเสีย
0,ลดความอ้วนอยู่ อดเลน
0,ลดได้น่าตบมาก 555555
0,ลอรีเอะก็เป็นนะบางที
0,วันนี้ผมโดนไปมาทๆเลย
0,วันนี้ฟางก้อไปกับควย
0,วู้วววว ลดทุกวันนนนน
0,สละลอยแก้วก็ไม่อร่อย
0,สักวันคงทนไม่ไหว5555
0,สาขาอื่นมันไม่ร่วมไง
0,หงส์ทองเลยอ่อ ไม่ไหว
0,เหมือนคนบ้าอ่ะ555555
0,อย่าาาาาาาาาาาาาาาาา
0,ออ บุหรี่ไฟฟ้าติดคุก
0,อ่าน reply ละสงอ่าาา
0,เอ็มเค อร่อยนะแต่แพง
0,285เหล้าหมาไม่แดกจร้า
0,dmax นี่ขยะเยอะจริงๆๆ
0,Kulov แม่งเมาค้างมากก
0,กฏหมายหัวควย โครตแม้ง
0,กินไม่เปนเอมคงเอมเค😅
0,กินเรดแล้วหนักหัวสัสๆ
0,กุไม่กล้าขับ เสียว555
0,โกงงงงงงงงงงงงงงงงงงง
0,ขอชาตินี้นะครับนิสสัน
0,เข้าไป..หมดแล้ว😭😭😭
0,จืดกว่าไฮเนเก้นอีกหรอ
0,แจ่วหวานไปนะก้อน 😭😭
0,ชีสสสสมันน้อยไปไหมอ่า
0,ต้องดักตีแม่มไอพวกนี้
0,ต่างจังหวัดไม่มีเซงไป
0,ติดบุหรี่ไฟฟ้าว่ะแม่ง
0,แต่ปวดหัวเพราะแดกช้าง
0,ทำไมที่เรากินไม่มีใส้
0,ทำไมฮอทพอทไม่มีกุ้งคะ
0,แท็กอีกล้าวอิเหี้ยยยย
0,น่าจะจำกัดอายุมากกว่า
0,นิสสันไทยน่าตามไปด้วย
0,บริหารบ้านเมืองให้พัง
0,บางครั้งหมดแล้วหมดเลย
0,บาบีก้อนบุฟเฟ่ไม่คุ้ม
0,บุหรี่ไฟฟ้ามันไร้สาระ
0,เบียร์ช้าง ปวดหัวตายย
0,เบื่อ ไม่เคยมีหาดใหญ่
0,เบื่อไก่อยากกินเอ็มเค
0,เบื่อซูชิแบ๊ววววววว🤩
0,ปรากด แพงกว่าค่าอาหาร
0,เปลี่ยนใจจากยาริสแล้ว
0,ผ้าอนามัยมันบาดหี!!!!
0,พรรคสามัญชนคือนูกูมาก
0,แพงไปกินชาบูดีกว่าไหม
0,เมกาบางนา ไม่ร่วมเด้อ
0,แม่งเอ้ย ขอนแก่นไม่มี
0,ไม่ค่อยเจอป๋องม่วงเลย
0,ไม่ชอบกินไม่ใช่อ่อเออ
0,ยอมแล้วกุ เมาสปาย5555
0,ยังเสือกไปซื้อโจมาโลน
0,ลดละก็ยังแพงอยู่55555
0,เลิกกินสิงห์ละกัน -_-
0,เลิกเบียร์ขวดเขียวเรย
0,วันนี้กินนมไม่กินสปาย
0,สงสัยจะอดไม่มีคนดูแจม
0,สวยกว่าแอคคอร์ดG10อีก
0,สิงห์แพงเค้าเลยไม่กิน
0,สีจะแพงกว่าค่ากิน5556
0,แสงโสมไง ละกูไม่ชอบไง
0,หนีช้าง มากินลีโอ5555
0,หยุด! กูเอียนแล้ววว🙄
0,เห็นคิวแท็กซี่แล้วท้อ
0,ให้เวลาน้อยไปนะเจ้าคะ
0,ไหนว่าเปลี่ยนกะทะละไง
0,อันนี้น้ำจิ้มไม่อร่อย
0,อีกหน่อยแม่งก็กินช้าง
0,เอาขวานมาสับกะลาแลนด์
0,55555555 มึงจะหยี๋ทำไม
0,B1 ไม่ชอบกินไอติมอะ B2
0,concealer ysl ไม่ทับใจ
0,Kulov นี่ว่ามันหวานไป๊
0,กินนี่กินหมูป๋องดีกว่า
0,กูเฉยๆกะซุปเปอร์มัมว่ะ
0,กูแพ้โซฟีไง คันอยู่หนิ
0,กูสิจุกต้มมาม่าตายแร้ว
0,กูเเพ้กลิ่นบุหรี่ไฟฟ้า
0,เกลียดการขายเบียร์ช้าง
0,เกี่ยวกับเงินภาษีล้วนๆ
0,ขนาดตำรวจแท้ๆยังดูดเรย
0,ขอเพิ่มสาขาหน่อยค่ะะะะ
0,ขำ จับบุหรี่ไฟฟ้ายึดรถ
0,ค่าชุดแพงกว่าส่วนลด 😅
0,แค่ป๋องดำก็หัวทิ่มละ😂
0,แค่อเมร่ากว้างกว่าแจ๊ส
0,โคตรบิดเบือนเลย ห่าลาก
0,จบละ สาขาไกลๆ ทั้งนั้น
0,จะมีกล่องหน่อยก้มะด้าย
0,จัน-ศุก อ่ะจ้าา อด5555
0,เจอแบบนี้ทุกวันคืออะไร
0,เชี่ยละ เจียงฮายบ้านกู
0,โชคดีไม่กินช้างกินลีโอ
0,ใช้กานีเย่ไม่ได้อ่ะเจ้
0,โซฟีกาวแปะไม่เคยติดเลย
0,เดียวนี้แพงขึ้นเยอะเลย
0,โดนขังเพราะบุหรี่ไฟฟ้า
0,แต่พี่ไดเมาสปาย กากมาก
0,ถึงกับกินไม่ลงบาบีก้อน
0,นั่งแท็กซี่แม่งเลยอิผี
0,น่ากินเนาะ เเพงไปหน่อย
0,บ้านเราอยู่ในกะลาต่อไป
0,บาบีก้อนของชั้นนน ม่าย
0,บุหรี่ไฟฟ้าvs ฆ่าหันศพ
0,เบื่อกิน285ทีไร ตัวแดง
0,เปลี่ยนที่บ้างเหอะ🤣🤣
0,เปิดกะลาออกมาสักทีเหอะ
0,ไปสัส 29 เจมสันคนละขวด
0,ผ้าอนามัยที่นี่โคตรแพง
0,เผ็ดไป ขอแบบเดิมได้ไหม
0,พยาธิชัดๆพิดพลาดได้555
0,แพ้ผ้าอนามัยมีผื่นขึ้น
0,ภาพมันติดตาไปแย้วว แงๆ
0,มาพนักงานแจ้งว่า ไม่มี
0,แม่งเอ้ยหลอกให้ดีจัยส์
0,ไม่เข้าใจ หม่า มาได้ไง
0,ไม่เจียมไงเสือกแดกลีโอ
0,ไม่ชอบเอมเคเท่าไหร่ 😕
0,ไม่ไปตรงkulovเนี่ยแหละ
0,ไม่มีสาขาที่ใกล้เลยจ้า
0,ไม่ไหวแล้วนอนไม่หลับบบ
0,ไม่อร่อยกินอย่างอื่นสิ
0,ไม่เอากลัวข่าวบาบีก้อน
0,ไม่เอาละเปลียนร้านมั้ง
0,ยกเว้นสาขาซีคอน&สยาม..
0,ยากกิน ทำไมสงขลา ไม่มี
0,เรียกเฉื่อยเก็บแม่งเลย
0,วิ่งทำไมเสียเวลา555555
0,สปายกินไม่ได้เรยแพ้แรง
0,เสียดาย Esteeeeeee T T
0,แสงโสม295แพงโคตรเงิบบบ
0,แสงโสมเพียวๆนี่แรงสัสๆ
0,หนักกว่าพยาธิอีกป่าววะ
0,หมดกันพีบีก้อนของหนุสา
0,หมดไวนะแล้วบอก11โมงจ้ะ
0,ห้ามเอามาไว้บนรถกุอีกก
0,โห่ เซนพระราม2 ไม่มี😂
0,โหสบายใจและ แค่หนองเอง
0,เอออเอามาสด้าไปขายแม่ง
0,เอ้า แสนสิริ ทำไมทำงี้
0,เอาบาบีก้อนภูเก็ตคืนมา
0,เอาเสียยากเลยหราออเจ้า
0,โอ้ย ลงรถไฟฟ้าผิดสถานี
